,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
48,ICLR,ICON PLC,27.53B,0.32%,385774,8.12B
49,CAH,"Cardinal Health, Inc.",26.74B,0.62%,1830450,216.15B
50,ZBH,"Zimmer Biomet Holdings, Inc.",25.72B,-0.45%,1502271,7.39B
51,ALGN,"Align Technology, Inc.",23.80B,-0.81%,697946,3.86B
52,MOH,"Molina Healthcare, Inc.",23.75B,-0.55%,263136,34.07B
53,STE,STERIS plc,22.88B,-0.65%,317069,5.41B
54,ARGX,argenx SE,22.73B,-1.95%,268396,39.48M
55,BNTX,BioNTech SE,22.09B,-0.46%,634928,7.04B
56,BAX,Baxter International Inc.,21.34B,-0.98%,2630426,14.81B
57,ILMN,"Illumina, Inc.",20.36B,-0.29%,2241402,4.50B
58,WAT,Waters Corporation,20.34B,2.72%,479103,2.96B
59,COO,"The Cooper Companies, Inc.",20.17B,-0.78%,1135817,3.67B
60,GMAB,Genmab A/S,20.04B,-1.19%,996901,2.44B
61,PHG,Koninklijke Philips N.V.,19.24B,-1.82%,674731,20.19B
62,ALNY,"Alnylam Pharmaceuticals, Inc.",18.41B,0.50%,767746,1.83B
63,RPRX,Royalty Pharma plc,17.83B,0.80%,3106928,2.35B
64,WBA,"Walgreens Boots Alliance, Inc.",17.77B,0.97%,15843391,142.41B
65,HOLX,"Hologic, Inc.",17.68B,0.76%,4047398,3.97B
66,BGNE,"BeiGene, Ltd.",17.59B,0.65%,342860,2.46B
67,LH,Laboratory Corporation of America Holdings,17.56B,0.10%,982653,12.16B
68,BMRN,BioMarin Pharmaceutical Inc.,15.92B,-0.62%,1071352,2.42B
69,TEVA,Teva Pharmaceutical Industries Limited,15.10B,-0.52%,6235116,15.85B
70,DGX,Quest Diagnostics Incorporated,14.07B,0.91%,1756434,9.25B
71,VTRS,Viatris Inc.,14.01B,1.02%,14375680,15.43B
72,NBIX,"Neurocrine Biosciences, Inc.",13.85B,-0.04%,1489824,1.89B
73,CRL,"Charles River Laboratories International, Inc.",13.38B,-0.59%,742012,4.13B
74,INCY,Incyte Corporation,13.14B,-0.29%,3589431,3.70B
75,RVTY,"Revvity, Inc.",12.96B,0.02%,1080822,2.75B
76,BRKR,Bruker Corporation,12.64B,0.29%,1141027,2.96B
77,RDY,Dr. Reddy's Laboratories Limited,12.63B,-0.28%,138458,2.99B
78,KRTX,"Karuna Therapeutics, Inc.",12.58B,0.03%,1808160,654.00K
79,MEDP,"Medpace Holdings, Inc.",12.27B,-1.94%,389367,1.89B
80,SNN,Smith & Nephew plc,12.12B,-1.71%,641488,5.55B
81,DVA,DaVita Inc.,11.88B,0.48%,2604403,12.14B
82,LEGN,Legend Biotech Corporation,11.84B,-3.16%,2508291,285.14M
83,PODD,Insulet Corporation,11.73B,-1.10%,733387,1.70B
84,UHS,"Universal Health Services, Inc.",11.62B,0.56%,463964,14.28B
85,SRPT,"Sarepta Therapeutics, Inc.",11.61B,-0.57%,1167326,1.24B
86,FMS,Fresenius Medical Care AG & Co. KGaA,11.53B,-3.01%,655898,21.62B
87,UTHR,United Therapeutics Corporation,11.21B,-0.98%,823336,2.33B
88,TECH,Bio-Techne Corporation,11.20B,1.83%,1621090,1.14B
89,NTRA,"Natera, Inc.",10.80B,2.06%,1915248,1.08B
90,RGEN,Repligen Corporation,10.80B,-1.89%,490351,638.76M
91,EXAS,Exact Sciences Corporation,10.63B,-1.40%,1714799,2.50B
92,CTLT,"Catalent, Inc.",10.18B,-0.85%,2272198,4.10B
93,TFX,Teleflex Incorporated,10.15B,-1.29%,455275,2.97B
94,THC,Tenet Healthcare Corporation,10.00B,-1.24%,1587698,20.56B
95,SWAV,"ShockWave Medical, Inc.",9.96B,2.91%,704652,730.23M
96,CHE,Chemed Corporation,9.83B,-0.47%,204066,2.26B
97,QGEN,Qiagen N.V.,9.74B,0.05%,751116,1.97B
98,BIO.B,"Bio-Rad Laboratories, Inc.",9.57B,1.70%,3,-
99,HSIC,"Henry Schein, Inc.",9.56B,0.26%,1460913,12.34B
100,BIO,"Bio-Rad Laboratories, Inc.",9.48B,0.33%,91802,2.67B
101,ATR,"AptarGroup, Inc.",9.30B,0.05%,498122,3.49B
102,PEN,"Penumbra, Inc.",8.96B,-3.22%,404407,1.06B
103,ASND,Ascendis Pharma A/S,8.39B,-0.79%,379918,296.35M
104,ROIV,Roivant Sciences Ltd.,8.24B,-0.88%,6831444,123.24M
105,STVN,Stevanato Group S.p.A.,7.93B,1.46%,213572,1.21B
106,ELAN,Elanco Animal Health Incorporated,7.76B,-0.19%,2059164,4.42B
107,CERE,"Cerevel Therapeutics Holdings, Inc.",7.67B,0.21%,2315539,-
108,PCVX,"Vaxcyte, Inc.",7.65B,0.61%,1340740,-
109,EHC,Encompass Health Corporation,7.52B,-0.48%,616171,4.80B
110,JAZZ,Jazz Pharmaceuticals plc,7.38B,2.20%,1405102,3.83B
111,ACHC,"Acadia Healthcare Company, Inc.",7.28B,-1.37%,1340317,2.93B
112,VKTX,"Viking Therapeutics, Inc.",7.02B,-3.83%,9320541,-
113,GMED,"Globus Medical, Inc.",7.02B,-0.91%,1580968,1.57B
114,HQY,"HealthEquity, Inc.",7.00B,-0.71%,845833,971.04M
115,MASI,Masimo Corporation,7.00B,0.36%,890448,2.05B
116,ENSG,"The Ensign Group, Inc.",6.91B,0.58%,589244,3.73B
117,EXEL,"Exelixis, Inc.",6.86B,1.64%,4563606,1.83B
118,XRAY,DENTSPLY SIRONA Inc.,6.84B,-0.42%,4125982,3.97B
119,APLS,"Apellis Pharmaceuticals, Inc.",6.81B,0.46%,1009842,396.59M
120,CYTK,"Cytokinetics, Incorporated",6.57B,2.26%,20953124,7.53M
121,ITCI,"Intra-Cellular Therapies, Inc.",6.25B,0.33%,1007907,464.37M
122,IONS,"Ionis Pharmaceuticals, Inc.",6.19B,0.88%,1080263,787.65M
123,CRSP,CRISPR Therapeutics AG,5.77B,1.31%,1936287,371.21M
124,RCM,R1 RCM Inc.,5.72B,-1.10%,3657069,2.25B
125,INSP,"Inspire Medical Systems, Inc.",5.68B,0.39%,237302,624.80M
126,NUVL,"Nuvalent, Inc.",5.66B,-4.49%,1200162,-
127,BLCO,Bausch + Lomb Corporation,5.60B,0.50%,204846,4.15B
128,OPCH,"Option Care Health, Inc.",5.48B,-1.82%,2800869,4.30B
129,BPMC,Blueprint Medicines Corporation,5.42B,3.18%,1120059,249.38M
130,MDGL,"Madrigal Pharmaceuticals, Inc.",5.40B,11.00%,2752926,-
131,DOCS,"Doximity, Inc.",5.20B,0.11%,1886053,468.33M
132,HALO,"Halozyme Therapeutics, Inc.",5.17B,0.17%,1634097,829.25M
133,RVMD,"Revolution Medicines, Inc.",5.17B,-0.47%,4084184,11.58M
134,BBIO,"BridgeBio Pharma, Inc.",5.04B,0.77%,2006067,9.30M
135,GRFS,"Grifols, S.A.",5.00B,6.25%,3763794,6.45B
136,KRYS,"Krystal Biotech, Inc.",4.86B,0.66%,992469,50.70M
137,ALKS,Alkermes plc,4.83B,-0.45%,7259583,1.66B
138,OGN,Organon & Co.,4.69B,-0.44%,2257481,6.26B
139,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,4.60B,1.15%,1033970,-
140,IMVT,"Immunovant, Inc.",4.44B,-0.55%,1626062,-
141,TXG,"10x Genomics, Inc.",4.44B,-2.39%,993633,618.73M
142,GKOS,Glaukos Corporation,4.25B,-0.34%,399788,314.71M
143,PRGO,Perrigo Company plc,4.18B,-1.62%,4193525,4.66B
144,MMSI,"Merit Medical Systems, Inc.",4.17B,-0.10%,669179,1.26B
145,LNTH,"Lantheus Holdings, Inc.",4.08B,-2.77%,1330532,1.30B
146,ALVO,Alvotech,4.08B,-0.13%,203830,63.75M
147,SHC,Sotera Health Company,3.97B,2.40%,2673508,1.05B
148,IOVA,"Iovance Biotherapeutics, Inc.",3.96B,-2.11%,17211547,1.19M
149,INSM,Insmed Incorporated,3.91B,-2.24%,2403472,305.21M
150,RARE,Ultragenyx Pharmaceutical Inc.,3.84B,1.54%,1720919,434.25M
151,HAE,Haemonetics Corporation,3.84B,-1.03%,455542,1.27B
152,ITGR,Integer Holdings Corporation,3.84B,-0.90%,166671,1.60B
153,EVH,"Evolent Health, Inc.",3.82B,-2.51%,846029,1.96B
154,SWTX,"SpringWorks Therapeutics, Inc.",3.78B,1.62%,1365866,5.45M
155,CBAY,"CymaBay Therapeutics, Inc.",3.72B,-0.06%,2766894,31.07M
156,NVST,Envista Holdings Corporation,3.71B,-1.34%,2967380,2.57B
157,PBH,Prestige Consumer Healthcare Inc.,3.68B,0.88%,202432,1.13B
158,ACLX,"Arcellx, Inc.",3.67B,1.51%,724748,110.32M
159,SEM,Select Medical Holdings Corporation,3.67B,0.92%,472996,6.66B
160,SGRY,"Surgery Partners, Inc.",3.62B,-0.97%,917777,2.74B
161,AXNX,"Axonics, Inc.",3.46B,-0.06%,429014,366.38M
162,PGNY,"Progyny, Inc.",3.42B,-0.65%,977770,1.09B
163,FOLD,"Amicus Therapeutics, Inc.",3.41B,-0.52%,5270728,399.36M
164,ARWR,"Arrowhead Pharmaceuticals, Inc.",3.40B,3.14%,3406393,181.74M
165,BHC,Bausch Health Companies Inc.,3.34B,1.21%,1347489,8.76B
166,IDYA,"IDEAYA Biosciences, Inc.",3.34B,-1.12%,1476821,23.39M
167,AXSM,"Axsome Therapeutics, Inc.",3.33B,8.32%,1586456,270.60M
168,XENE,Xenon Pharmaceuticals Inc.,3.32B,0.66%,249741,-
169,AZTA,"Azenta, Inc.",3.30B,0.42%,1695565,641.02M
170,NEOG,Neogen Corporation,3.28B,-0.46%,2787679,918.68M
171,IBRX,"ImmunityBio, Inc.",3.28B,4.48%,8577549,556.00K
172,IRTC,"iRhythm Technologies, Inc.",3.26B,-2.73%,645884,492.68M
173,SMMT,Summit Therapeutics Inc.,3.26B,-2.74%,9375311,-
174,RDNT,"RadNet, Inc.",3.23B,1.32%,1125608,1.62B
175,QDEL,QuidelOrtho Corporation,3.21B,1.96%,1314241,3.00B
176,OSCR,"Oscar Health, Inc.",3.15B,-0.57%,1820822,5.86B
177,ACAD,ACADIA Pharmaceuticals Inc.,3.09B,-1.33%,3560924,726.44M
178,ARVN,"Arvinas, Inc.",3.04B,0.29%,1898893,78.50M
179,AMED,"Amedisys, Inc.",3.03B,0.46%,394478,2.24B
180,CERT,"Certara, Inc.",3.01B,-1.02%,960160,354.34M
181,OLK,Olink Holding AB (publ),2.98B,-0.10%,381329,158.93M
182,CRNX,"Crinetics Pharmaceuticals, Inc.",2.98B,1.88%,1698051,4.01M
183,IMCR,Immunocore Holdings plc,2.97B,1.15%,267394,249.43M
184,INDV,Indivior PLC,2.86B,-,114891,1.09B
185,HCM,HUTCHMED (China) Limited,2.83B,5.01%,144525,838.00M
186,BEAM,Beam Therapeutics Inc.,2.83B,2.31%,2725500,377.71M
187,CLDX,"Celldex Therapeutics, Inc.",2.79B,-1.20%,1849073,6.88M
188,LIVN,LivaNova PLC,2.76B,-1.02%,671567,1.15B
189,MLTX,MoonLake Immunotherapeutics,2.75B,7.93%,766057,-
190,DNLI,Denali Therapeutics Inc.,2.75B,1.92%,2108786,330.53M
191,IART,Integra LifeSciences Holdings Corporation,2.73B,-0.43%,913002,1.54B
192,MOR,MorphoSys AG,2.72B,-0.61%,392459,264.75M
193,GDRX,"GoodRx Holdings, Inc.",2.68B,2.07%,1526528,750.27M
194,NTLA,"Intellia Therapeutics, Inc.",2.63B,2.83%,1928881,36.28M
195,MRUS,Merus N.V.,2.61B,-1.57%,562418,43.95M
196,TMDX,"TransMedics Group, Inc.",2.58B,-3.65%,898770,241.62M
197,CGON,"CG Oncology, Inc.",2.56B,3.55%,3704419,191.00K
198,RXRX,"Recursion Pharmaceuticals, Inc.",2.53B,4.08%,10838056,44.58M
199,PINC,"Premier, Inc.",2.53B,0.05%,8279049,1.32B
200,EVO,Evotec SE,2.51B,-2.55%,38478,-
201,TDOC,"Teladoc Health, Inc.",2.51B,1.89%,2642782,2.60B
202,FTRE,Fortrea Holdings Inc.,2.49B,0.38%,1078220,3.11B
203,KYMR,"Kymera Therapeutics, Inc.",2.49B,2.71%,1803813,78.59M
204,RCKT,"Rocket Pharmaceuticals, Inc.",2.47B,-1.72%,1879892,-
205,CORT,Corcept Therapeutics Incorporated,2.45B,-1.86%,1592645,482.38M
206,PRCT,PROCEPT BioRobotics Corporation,2.43B,-0.21%,469785,136.19M
207,LFST,"LifeStance Health Group, Inc.",2.43B,-0.31%,1213062,1.06B
208,CNMD,CONMED Corporation,2.42B,-1.61%,737831,1.24B
209,PRVA,"Privia Health Group, Inc.",2.42B,-0.39%,1389559,1.66B
210,RYTM,"Rhythm Pharmaceuticals, Inc.",2.41B,-0.05%,1529709,77.43M
211,PDCO,"Patterson Companies, Inc.",2.40B,1.45%,2524561,6.57B
212,KROS,"Keros Therapeutics, Inc.",2.39B,3.89%,1397248,151.00K
213,ICUI,"ICU Medical, Inc.",2.38B,-0.60%,275369,2.26B
214,TGTX,"TG Therapeutics, Inc.",2.37B,-0.91%,3760448,233.66M
215,NARI,"Inari Medical, Inc.",2.37B,-0.20%,1108374,493.63M
216,PTCT,"PTC Therapeutics, Inc.",2.36B,2.28%,2000708,937.82M
217,NMRA,"Neumora Therapeutics, Inc.",2.35B,-0.26%,607583,-
218,ALPN,"Alpine Immune Sciences, Inc.",2.35B,1.37%,3340524,30.80M
219,VERA,"Vera Therapeutics, Inc.",2.34B,-0.57%,1396496,-
220,DNA,"Ginkgo Bioworks Holdings, Inc.",2.28B,1.89%,24886910,251.46M
221,GLPG,Galapagos NV,2.26B,-0.53%,118172,-
222,GH,"Guardant Health, Inc.",2.24B,-3.43%,2305548,563.95M
223,AMN,"AMN Healthcare Services, Inc.",2.21B,2.42%,1222190,3.79B
224,DYN,"Dyne Therapeutics, Inc.",2.19B,4.91%,4070056,-
225,AGL,"agilon health, inc.",2.14B,1.72%,4778479,4.32B
226,VCEL,Vericel Corporation,2.12B,0.11%,1073936,197.52M
227,AMPH,"Amphastar Pharmaceuticals, Inc.",2.08B,-0.32%,584514,644.40M
228,ZLAB,Zai Lab Limited,2.00B,-5.52%,536027,266.72M
229,TWST,Twist Bioscience Corporation,2.00B,-2.66%,928479,262.36M
230,SANA,"Sana Biotechnology, Inc.",1.99B,-1.88%,2381015,-
231,JANX,"Janux Therapeutics, Inc.",1.95B,4.45%,795498,8.08M
232,MYGN,"Myriad Genetics, Inc.",1.94B,-0.75%,1780616,753.20M
233,NAMS,NewAmsterdam Pharma Company N.V.,1.94B,0.46%,35412,15.66M
234,SNDX,"Syndax Pharmaceuticals, Inc.",1.93B,3.84%,3130860,-
235,OMI,"Owens & Minor, Inc.",1.92B,1.92%,714839,10.33B
236,RNA,"Avidity Biosciences, Inc.",1.91B,1.88%,1683646,9.56M
237,CPRX,"Catalyst Pharmaceuticals, Inc.",1.91B,-0.74%,2974678,398.20M
238,ARDX,"Ardelyx, Inc.",1.91B,0.87%,10954818,124.46M
239,AKRO,"Akero Therapeutics, Inc.",1.89B,0.62%,5108293,-
240,NEO,"NeoGenomics, Inc.",1.88B,-0.27%,1340500,591.64M
241,MRVI,"Maravai LifeSciences Holdings, Inc.",1.87B,5.34%,6647975,288.95M
242,SDGR,"Schrödinger, Inc.",1.87B,1.13%,1135535,216.67M
243,STAA,STAAR Surgical Company,1.86B,-0.82%,938641,322.42M
244,ASTH,Astrana Health Inc,1.86B,-0.52%,316052,1.39B
245,TNDM,"Tandem Diabetes Care, Inc.",1.85B,2.21%,1135360,747.72M
246,ATEC,"Alphatec Holdings, Inc.",1.84B,-1.95%,2104977,482.26M
247,SUPN,"Supernus Pharmaceuticals, Inc.",1.83B,-1.17%,638025,607.52M
248,PROK,ProKidney Corp.,1.81B,3.68%,608870,-
249,INMD,InMode Ltd.,1.80B,-1.97%,1895496,492.05M
250,HRMY,"Harmony Biosciences Holdings, Inc.",1.77B,1.98%,1279905,582.02M
251,MORF,"Morphic Holding, Inc.",1.73B,0.03%,657772,521.00K
252,RXST,"RxSight, Inc.",1.71B,2.14%,580877,89.08M
253,KURA,"Kura Oncology, Inc.",1.69B,1.64%,3013503,-
254,PTGX,"Protagonist Therapeutics, Inc.",1.67B,2.22%,1329441,60.00M
255,RCUS,"Arcus Biosciences, Inc.",1.66B,3.60%,684724,117.00M
256,INBX,"Inhibrx, Inc.",1.66B,0.03%,1493272,1.80M
257,AGIO,"Agios Pharmaceuticals, Inc.",1.66B,1.63%,1186888,26.82M
258,AMRX,"Amneal Pharmaceuticals, Inc.",1.65B,2.04%,1704981,2.39B
259,GPCR,Structure Therapeutics Inc.,1.64B,0.20%,342238,-
260,APGE,"Apogee Therapeutics, Inc.",1.62B,4.79%,3227029,-
261,USPH,"U.S. Physical Therapy, Inc.",1.61B,0.13%,121828,604.80M
262,VCYT,"Veracyte, Inc.",1.60B,-0.75%,2382910,361.05M
263,ADUS,Addus HomeCare Corporation,1.59B,-1.32%,174860,1.06B
264,EWTX,"Edgewise Therapeutics, Inc.",1.59B,-0.88%,3687259,-
265,TARO,Taro Pharmaceutical Industries Ltd.,1.58B,0.10%,36124,610.83M
266,DVAX,Dynavax Technologies Corporation,1.57B,0.25%,5254674,232.28M
267,NVCR,NovoCure Limited,1.56B,-4.31%,1110667,509.34M
268,ATRC,"AtriCure, Inc.",1.55B,-1.17%,647511,399.25M
269,IRON,"Disc Medicine, Inc.",1.52B,-1.98%,1029208,-
270,LMAT,"LeMaitre Vascular, Inc.",1.51B,-0.98%,190721,193.48M
271,UFPT,"UFP Technologies, Inc.",1.47B,0.71%,62867,400.07M
272,AVDL,Avadel Pharmaceuticals plc,1.46B,-1.12%,685533,27.96M
273,OCUL,"Ocular Therapeutix, Inc.",1.45B,2.16%,6825547,58.44M
274,FDMT,"4D Molecular Therapeutics, Inc.",1.45B,7.29%,1491821,20.72M
275,KNSA,"Kiniksa Pharmaceuticals, Ltd.",1.44B,-1.77%,730531,270.26M
276,NHC,National HealthCare Corporation,1.43B,-0.87%,216254,1.14B
277,PRTA,Prothena Corporation plc,1.42B,-1.55%,1464211,91.37M
278,VIR,"Vir Biotechnology, Inc.",1.42B,2.28%,1402223,86.18M
279,BTSG,"BrightSpring Health Services, Inc.",1.41B,0.12%,10457696,8.83B
280,PCRX,"Pacira BioSciences, Inc.",1.41B,0.51%,1169594,674.98M
281,IRWD,"Ironwood Pharmaceuticals, Inc.",1.40B,0.56%,14508337,442.74M
282,ANIP,"ANI Pharmaceuticals, Inc.",1.39B,-0.08%,304759,486.82M
283,WRBY,Warby Parker Inc.,1.39B,0.17%,1378331,669.77M
284,ABCL,AbCellera Biologics Inc.,1.37B,0.21%,994527,38.03M
285,ADMA,"ADMA Biologics, Inc.",1.37B,-0.50%,3589760,258.22M
286,SLNO,"Soleno Therapeutics, Inc.",1.36B,3.16%,788147,-
287,AHCO,AdaptHealth Corp.,1.35B,1.28%,1720348,3.20B
288,AGTI,"Agiliti, Inc.",1.35B,0.20%,728767,1.17B
289,XNCR,"Xencor, Inc.",1.35B,4.81%,2347553,168.34M
290,AUTL,Autolus Therapeutics plc,1.32B,2.11%,2005665,5.52M
291,ESTA,Establishment Labs Holdings Inc.,1.31B,1.50%,245339,165.15M
292,MIRM,"Mirum Pharmaceuticals, Inc.",1.31B,-4.97%,2243798,144.73M
293,IMNM,"Immunome, Inc.",1.31B,0.18%,489527,10.19M
294,DCPH,"Deciphera Pharmaceuticals, Inc.",1.29B,-2.01%,1326788,163.36M
295,ARQT,"Arcutis Biotherapeutics, Inc.",1.28B,-2.56%,13994477,59.61M
296,LGND,Ligand Pharmaceuticals Incorporated,1.27B,-1.17%,745785,-
297,OMCL,"Omnicell, Inc.",1.27B,0.36%,1554978,1.15B
298,PHR,"Phreesia, Inc.",1.26B,4.76%,1228076,337.88M
299,VRNA,Verona Pharma plc,1.25B,0.71%,263024,-
300,PHVS,Pharvaris N.V.,1.25B,-1.39%,118279,-
301,DAWN,"Day One Biopharmaceuticals, Inc.",1.24B,1.41%,1501965,-
302,IMTX,Immatics N.V.,1.23B,0.08%,179831,80.56M
303,MNKD,MannKind Corporation,1.22B,-0.67%,4515807,198.96M
304,SAGE,"Sage Therapeutics, Inc.",1.21B,0.81%,1572365,86.46M
305,COLL,"Collegium Pharmaceutical, Inc.",1.21B,2.79%,1276955,566.77M
306,KYTX,"Kyverna Therapeutics, Inc.",1.21B,0.58%,731413,7.03M
307,TLRY,"Tilray Brands, Inc.",1.21B,8.12%,21490514,700.50M
308,TARS,"Tarsus Pharmaceuticals, Inc.",1.19B,7.31%,730339,17.45M
309,ETNB,"89bio, Inc.",1.18B,7.22%,4404437,-
310,LQDA,Liquidia Corporation,1.16B,3.79%,1616867,17.49M
311,VERV,"Verve Therapeutics, Inc.",1.16B,1.54%,3728372,11.76M
312,MDXG,"MiMedx Group, Inc.",1.15B,1.03%,1739759,321.48M
313,BLTE,"Belite Bio, Inc",1.13B,2.46%,29237,-
314,BKD,Brookdale Senior Living Inc.,1.11B,2.21%,1434554,3.02B
315,RLAY,"Relay Therapeutics, Inc.",1.11B,-2.69%,3715780,25.55M
316,EYPT,"EyePoint Pharmaceuticals, Inc.",1.08B,-1.20%,2774408,46.02M
317,VRDN,"Viridian Therapeutics, Inc.",1.07B,-0.93%,3550255,314.00K
318,RGNX,REGENXBIO Inc.,1.07B,1.56%,1028171,90.24M
319,SRRK,Scholar Rock Holding Corporation,1.07B,-2.23%,4139731,-
320,PACB,"Pacific Biosciences of California, Inc.",1.05B,-3.07%,6483493,200.52M
321,SLN,Silence Therapeutics plc,1.05B,-4.15%,217441,32.12M
322,CNTA,Centessa Pharmaceuticals plc,1.02B,2.67%,214985,-
323,ORIC,"ORIC Pharmaceuticals, Inc.",1.02B,0.53%,2175504,-
324,BCRX,"BioCryst Pharmaceuticals, Inc.",1.01B,2.25%,9799248,331.41M
325,ZNTL,"Zentalis Pharmaceuticals, Inc.",1.01B,1.52%,2306959,-
326,QTRX,Quanterix Corporation,1.00B,0.64%,382964,122.37M
327,MGNX,"MacroGenics, Inc.",1.00B,-0.81%,4213605,58.75M
328,TVGN,Tevogen Bio Holdings Inc,996.10M,-8.46%,32257,-
329,SYRE,"Spyre Therapeutics, Inc.",990.58M,8.23%,1789847,886.00K
330,ARCT,Arcturus Therapeutics Holdings Inc.,978.91M,-0.16%,694506,166.80M
331,GERN,Geron Corporation,955.60M,92.00%,110776691,237.00K
332,DH,Definitive Healthcare Corp.,952.38M,-2.47%,591540,251.42M
333,NRC,National Research Corporation,946.30M,0.08%,75605,148.58M
334,CRGX,"CARGO Therapeutics, Inc.",941.12M,11.36%,3748563,-
335,INVA,"Innoviva, Inc.",930.71M,0.95%,1891657,310.46M
336,TYRA,"Tyra Biosciences, Inc.",929.12M,-1.41%,371777,-
337,TNGX,"Tango Therapeutics, Inc.",927.09M,-0.66%,3180688,37.51M
338,ALHC,"Alignment Healthcare, Inc.",912.76M,3.53%,1678286,1.82B
339,PLRX,"Pliant Therapeutics, Inc.",897.56M,1.95%,577280,1.58M
340,SAVA,"Cassava Sciences, Inc.",894.33M,2.90%,608702,-
341,CTKB,"Cytek Biosciences, Inc.",892.22M,1.91%,1224562,193.02M
342,HCSG,"Healthcare Services Group, Inc.",891.83M,-0.17%,992187,1.67B
343,SPRY,"ARS Pharmaceuticals, Inc.",877.41M,1.78%,2225439,1.35M
344,AVNS,"Avanos Medical, Inc.",876.93M,0.58%,308274,673.30M
345,BCYC,Bicycle Therapeutics plc,868.97M,3.57%,156277,26.98M
346,EOLS,"Evolus, Inc.",865.27M,-1.21%,495870,202.09M
347,SLP,"Simulations Plus, Inc.",858.88M,0.84%,122448,62.11M
348,HLVX,"HilleVax, Inc.",857.33M,1.69%,224212,-
349,EXAI,Exscientia plc,830.85M,-0.75%,3279435,29.47M
350,AORT,"Artivion, Inc.",828.21M,-1.69%,393141,354.00M
351,CABA,"Cabaletta Bio, Inc.",812.42M,-1.16%,2621488,-
352,PRME,"Prime Medicine, Inc.",804.19M,3.99%,970912,-
353,ATXS,"Astria Therapeutics, Inc.",802.13M,5.82%,4877930,-
